,gold_ratio = 0.002 bc_ratio = 0.01,gold_ratio = 0.006 bc_ratio = 0.015,gold_ratio = 0.01 bc_ratio = 0.02,gold_ratio = 0.014 bc_ratio = 0.025,gold_ratio = 0.18 bc_ratio = 0.03,Date
445,35626.61854995072,29407.06630793841,27868.64257440008,28219.375601196807,23854.97072279347,1/22/18
446,35634.66656435039,29413.719187425846,27874.95676502608,28227.90566739004,23862.190390150354,1/23/18
447,35635.163419653,29414.12991108613,27875.346578311237,28232.244402418895,23865.86019389051,1/24/18
448,35634.4472389026,29413.5378263398,27874.784583718727,28223.280414609322,23858.105460600746,1/25/18
449,36718.59271374738,30293.748732887158,28695.06021335268,29039.767613121432,24536.448011116452,1/26/18
450,36037.65853052604,29717.297580232193,28135.1411211184,28459.06868671054,24033.92586007137,1/27/18
451,36026.4966421952,29708.026088276038,28126.3591583724,28450.181497432666,24026.417055989335,1/28/18
452,35737.55712055922,29446.499687042917,27864.950283454593,28171.81314237515,23779.56369399256,1/29/18
453,35741.54294993313,29449.781475207874,27868.055807905494,28174.952865080515,23782.213903390613,1/30/18
454,35643.22497473598,29368.80001856801,27791.423755314387,28097.476851805903,23716.81708381235,1/31/18
455,35372.18639907239,29145.560002684346,27580.1738125385,27883.90053769335,23536.539333335633,2/1/18
456,35437.2888020469,29199.18137891906,27630.915220094845,27935.200730518533,23579.841341800045,2/2/18
457,35437.28880204689,29199.181378918915,27630.91521957157,27935.200729976288,23579.841341331175,2/3/18
458,35437.288802046896,29199.18137891891,27630.91521956257,27935.20072996698,23579.841341323143,2/4/18
459,35378.82950141672,29151.031571687705,27585.351506527637,27889.13525056667,23540.95790504227,2/5/18
460,40158.58867063452,33057.112765524034,31250.979259187967,27749.425831317676,23423.025535587698,2/6/18
461,40841.48112317239,33619.23884208945,31782.382066216134,27557.010003174648,23260.609102440685,2/7/18
462,40863.09358593445,33637.02901536204,31799.199552264396,27528.74971277528,23236.75485651846,2/8/18
463,41232.13114087363,33940.806785692446,32086.378641767118,27700.56623961359,23381.783538658852,2/9/18
464,41347.340097600005,34035.64190079417,32176.031021315437,27700.603412595443,23381.814907784596,2/10/18
465,40563.40177915533,33373.83269352007,31534.78712144243,27700.331061309647,23381.57961969964,2/11/18
466,42427.89029629668,34890.77200499782,32952.00914018275,28608.382196310842,24124.423855584984,2/12/18
467,46063.4075318559,37880.455469830944,35775.56481036273,31024.7938526251,26162.067329182813,2/13/18
468,46739.46684379056,38436.41592959497,36300.63236342186,31478.975700383606,26545.061224756602,2/14/18
469,49973.58045190521,41096.003302390134,38812.43431138014,33625.208196192114,28354.87395722167,2/15/18
470,53500.26386379993,43996.18667747681,41551.4629961475,35963.85641241771,30326.939997399084,2/16/18
471,54703.27744607743,44985.490123259406,42485.79376918483,36762.248282628214,31000.184789776904,2/17/18
472,54827.28480123994,45087.46811051738,42582.105140659085,36844.5469911936,31069.583263168748,2/18/18
473,56205.83054007143,46221.1211263656,43652.764331158585,37757.13734993259,31839.12414803556,2/19/18
474,55493.28657837885,45635.15741874094,43099.36079626987,37281.07126988428,31437.678282780704,2/20/18
475,53879.283721644046,44263.92219926232,41762.850785749084,36102.881351572614,30414.343822538118,2/21/18
476,53869.410982594185,44255.2678460716,41754.172870121336,36094.90001836362,30407.251747410566,2/22/18
477,54090.07610932216,44436.55135793803,41925.21183978757,36242.794841968316,30531.842652751187,2/23/18
478,54063.48249572146,44414.156274284614,41903.565919926616,36223.87610356307,30515.534308232924,2/24/18
479,54125.59655117328,44464.61138721262,41950.629760186595,36263.59230140153,30548.604921529455,2/25/18
480,53815.33953514955,44209.72852704887,41710.15371407092,36055.67698433499,30373.45324923347,2/26/18
481,53509.68553069707,43958.617380300675,41473.22699260649,35850.73267401592,30200.797659480137,2/27/18
482,55252.81676874572,45347.320542206,42742.60660018194,36912.40206525073,31065.480829921933,2/28/18
483,54338.45088735711,44553.34765356221,41953.249676302265,36195.358962930535,30432.267533466256,3/1/18
484,54763.361190019954,44858.35611591456,42199.6450122023,36372.760647154086,30554.594774644935,3/2/18
485,55254.45292140105,45260.61596846841,42578.05531701948,36698.91355369108,30828.607450003165,3/3/18
486,55666.75014965468,45598.33609648217,42895.75417503324,36972.74062323589,31058.660085265717,3/4/18
487,54632.07924638675,44728.386233738165,42056.275767297644,36230.99953570349,30420.18069086662,3/5/18
488,54630.50617963447,44727.091038184655,42055.051081880745,36229.938561657975,30419.290888366722,3/6/18
489,54624.994822555316,44722.57217614371,42050.79596206345,36226.267458538336,30416.229289970925,3/7/18
490,54624.73231575641,44722.3569407002,42050.59328752361,36226.0926000677,30416.083461629434,3/8/18
491,54623.78096218056,44721.57690856786,42049.85878175745,36225.45890546953,30415.554977920878,3/9/18
492,54623.780962180565,44721.57690856786,42049.85878175745,36225.45890546953,30415.554977920878,3/10/18
493,56037.305547289194,45857.042837575165,43096.998407780564,37109.92011919165,31143.46645515342,3/11/18
494,55873.01171522687,45722.59960498276,42970.65030180877,37001.127241226735,31052.144647058827,3/12/18
495,55866.66745110203,45717.40871995864,42965.772619159034,36996.9278389272,31048.61807912041,3/13/18
496,54832.64974550983,44849.06081672339,42128.84423497087,36258.31752555009,30413.629416770713,3/14/18
497,54912.59881987679,44892.76750537913,42149.551015586614,36258.64392845149,30410.628664614207,3/15/18
498,53441.11246599163,43689.8395909058,41020.184015323845,35287.16687160315,30411.261906979234,3/16/18
499,52639.87600123218,43034.83342120254,40405.230616747205,34758.18475570287,30411.150374230507,3/17/18
500,54164.344991259495,44280.98082312951,41575.177733870725,35764.571748505696,30411.362564972347,3/18/18
501,55390.220809755825,45282.904592252926,42515.83307741808,36573.7204459747,30411.02303806733,3/19/18
502,57564.82628945442,47060.446255686125,44184.69053856864,38009.27828406844,30964.67739170149,3/20/18
503,56326.08908372078,46002.831892466864,43149.573455205034,37082.62885958349,30180.75239953952,3/21/18
504,57047.370373812206,46591.916185073474,43702.11786595792,37557.48166602014,30567.22823796168,3/22/18
505,57280.339796719985,46787.46275684791,43885.52911695178,37715.09893024984,30695.506606409024,3/23/18
506,57280.33977416451,46787.46274008542,43885.529101214306,37715.09891671251,30695.506595387025,3/24/18
507,57280.33969444442,46787.46268084004,43885.52904559177,37715.09886886613,30695.506556430864,3/25/18
508,56816.56080194163,46417.83845318432,43538.83199598842,37417.149868204266,30453.010176097418,3/26/18
509,56435.368824969,46104.218541025395,43244.145579221185,37163.45196097502,30246.17015573649,3/27/18
510,56071.1218681476,45812.5377928598,42970.55767777465,36928.33276796016,30054.810814100754,3/28/18
511,56477.71342779081,46114.621728076716,43253.382494228266,37170.94263611172,30251.911902729666,3/29/18
512,56477.70833304907,46102.038991504705,43241.095702629274,37159.9680999291,30242.647871855588,3/30/18
513,56477.70846927947,46102.36119604093,43241.3975445331,37160.22717723251,30242.85835048583,3/31/18
514,56477.71490671151,46117.58665120932,43255.66078374319,37172.46961774701,30252.804308994764,4/1/18
515,56477.73966829986,46176.142062364685,43310.50693480391,37219.53781474962,30291.037284919425,4/2/18
516,56640.80451758139,46308.6225122466,43434.76680153966,37326.32325838566,30377.94537029295,4/3/18
517,56234.19453199044,45961.77598772057,43108.91576056507,37045.8444706975,30149.315725234883,4/4/18
518,56382.431279107936,46072.12899476245,43211.909785107986,37133.91716524206,30220.64411969208,4/5/18
519,56414.19722220986,46098.08608945475,43236.25542876164,37154.838460317034,30237.67046815702,4/6/18
520,56414.19722232214,46098.0867457516,43236.25603500189,37154.838973316866,30237.670878968467,4/7/18
521,56414.19722226286,46098.08638560143,43236.25568965488,37154.838670083,30237.67062709168,4/8/18
522,56710.67935788012,46340.35259954181,43463.48169409917,37350.10408821375,30396.583210675002,4/9/18
523,57210.46352934919,46748.74421725704,43846.519815811225,37679.2657930066,30664.46442295562,4/10/18
524,56812.33037614768,46423.41731526206,43541.389627272765,37417.053830218596,30451.068815487455,4/11/18
525,56911.86366457356,46504.749781471546,43617.67286483766,37482.60741055885,30504.418193987378,4/12/18
526,57151.16710264789,46700.2934647899,43801.076934905046,37640.21468958904,30632.683506020672,4/13/18
527,57151.167102778796,46700.294239787596,43801.07765941263,37640.21531015436,30632.68400912835,4/14/18
528,57151.16710279057,46700.29430946826,43801.07772455381,37640.2153659501,30632.684054363417,4/15/18
529,56844.09631940487,46449.37531854132,43565.736110357255,37437.97583576099,30468.095733027545,4/16/18
530,57240.111743459594,46772.974056779385,43869.245396817285,37698.79486388283,30680.357712334262,4/17/18
531,57119.40115967765,46674.337128325285,43776.73198024457,37619.29396768562,30615.657608491907,4/18/18
532,56617.49925896662,46264.216800970826,43392.072462448195,37288.738919050986,30346.642447624014,4/19/18
533,56090.184603457026,45833.32892294421,42987.93467871119,36941.44533604958,30064.004994484054,4/20/18
534,56090.18460351121,45833.329243374785,42987.93497796725,36941.44559211678,30064.005201876935,4/21/18
535,56090.184603512644,45833.32925184464,42987.93498587741,36941.445598885344,30064.005207358896,4/22/18
536,56282.89799193644,45990.80390294431,43135.6333942744,37068.369408898754,30167.299430041578,4/23/18
537,55977.94493820436,45741.616067216535,42901.91547047634,36867.525194631206,30003.846661719894,4/24/18
538,55937.708076822775,45708.73659231786,42871.0771874545,36841.024477295505,29982.27961329154,4/25/18
539,55971.59174946706,45736.424159089474,42897.045873172494,36863.34052464718,30000.441051060665,4/26/18
540,55620.04864578228,45449.16565253068,42627.62075760007,36631.811532278574,29812.01613329757,4/27/18
541,55620.04864578579,45449.16626904675,42627.62132173686,36631.812005058084,29812.016508173125,4/28/18
542,55620.04864578468,45449.16607018673,42627.621136195936,36631.81184644688,29812.016379834655,4/29/18
543,55361.68564187147,45238.0483193081,42429.60985696067,36461.6519420836,29673.53538178742,4/30/18
544,55238.85732853556,45137.680841065,42335.4733257872,36380.75623157435,29607.70013842384,5/1/18
545,55698.404638780295,45513.19458076446,42687.67466636402,36683.41851317514,29854.015357722605,5/2/18
546,55459.101200731515,45317.65144283319,42504.27110559894,36525.81166990644,29725.75039858902,5/3/18
547,55340.50834647714,45220.745091428376,42413.380829010464,36447.705609676945,29662.185451755005,5/4/18
548,55340.508346474555,45220.744629173576,42413.38039772028,36447.70524098834,29662.18515343755,5/5/18
549,55340.50834647458,45220.74463265369,42413.38040096727,36447.70524376403,29662.185155683448,5/6/18
550,55340.5083464718,45220.74412191747,42413.379912645745,36447.70481623707,29662.18480159788,5/7/18
551,55647.57912981095,45471.66270260364,42648.72113335098,36649.94400084167,29826.77283583154,5/8/18
552,55857.23435429765,45642.97952336111,42809.402377514736,36788.02454494187,29939.146732939058,5/9/18
553,56092.30233326756,45835.06201199343,42989.56012905799,36942.84211848923,30065.14170333491,5/10/18
554,55901.70667464327,45679.31944720504,42843.48627029491,36817.31435075578,29962.983614756275,5/11/18
555,55901.70667464327,45679.3194472048,42843.486270294685,36817.314350755594,29962.98361475612,5/12/18
556,55901.70667464372,45679.31951475583,42843.48632191233,36817.31438514712,29962.98363472251,5/13/18
557,54849.19509312736,44819.2740580967,42036.833635980045,36124.12183470684,29398.84370753856,5/14/18
558,54690.36537760648,44689.488471217905,41915.105312011605,36019.515269076364,29313.71189226795,5/15/18
559,54616.24484369308,44628.9211903954,41858.29811099923,35970.69829809141,29273.983232946473,5/16/18
560,54565.41933472647,44587.38981600265,41819.345059493644,35937.22420719376,29246.741059998047,5/17/18
561,54567.53706426675,44589.120289752216,41820.96810312068,35938.618960810054,29247.87615038915,5/18/18
562,54567.537064266886,44589.120315367334,41820.96812697129,35938.61898115726,29247.876166819195,5/19/18
563,54567.5370642668,44589.12030373373,41820.96811613905,35938.61897191614,29247.87615935712,5/20/18
564,54766.603641052636,44751.78484599851,41973.53422621045,36069.72581963687,29354.574662410712,5/21/18
565,54595.06754829038,44611.61644909549,41842.0676704566,35956.7507576609,29262.632325086477,5/22/18
566,55266.387812557514,45160.176657210424,42356.57252769693,36398.88767746154,29622.45599799103,5/23/18
567,55209.209114970094,45113.45386345961,42312.75034742753,36361.229327825764,29591.80855581954,5/24/18
568,54870.37238852611,44836.57804863455,42053.063353233345,36138.06873738705,29410.194083688537,5/25/18
569,54870.37238852611,44836.57804863455,42053.063353233345,36138.06873738705,29410.194083688537,5/26/18
570,54870.37238852611,44836.57804863455,42053.063353233345,36138.06873738705,29410.194083688537,5/27/18
571,54870.37238852611,44836.57804863455,42053.063353233345,36138.06873738705,29410.194083688537,5/28/18
572,55090.616260714705,45016.54732826838,42221.85989945722,36283.12312117016,29528.243490571993,5/29/18
573,55287.56510796026,45177.48139563325,42372.80296483049,36412.83521436082,29633.80690249662,5/30/18
574,54832.25325680117,44805.42951992479,42023.8485664541,36112.963170963056,29389.762455574088,5/31/18
575,54116.575913855944,44177.368617642736,41394.2486792094,35537.124970498,28892.8394213116,6/1/18
576,54060.84803698431,44131.87661908879,41351.62330992711,35500.5315160179,28863.088233730356,6/2/18
577,53108.23082854951,43354.23241117473,40622.981513870065,34874.99979992342,28354.51882731733,6/3/18
578,53909.39443594886,44008.23683993212,41235.77027942598,35401.06918429641,28782.220465354327,6/4/18
579,53940.78595343131,44033.86701141662,41259.78963760281,35421.693211210404,28798.991167335786,6/5/18
580,54334.48954839383,44355.25492562962,41560.924002235915,35680.21265457152,29009.171340480254,6/6/18
581,53944.5385839189,44036.92932961865,41262.6580080925,35424.154837340684,28800.99183237291,6/7/18
582,53913.36071595929,44011.47886218154,41238.81199826618,35403.683897681316,28784.349067926334,6/8/18
583,52827.05560996855,43103.41895066641,40368.03057402084,34639.00679421429,28148.73293839844,6/9/18
584,52619.57993396239,42914.05512578266,40171.89902842891,34454.606798309534,27985.810300613037,6/10/18
585,52645.83955998409,42935.47019014985,40191.944707032795,34471.798710004805,27999.773763492627,6/11/18
586,51674.09198827342,42122.17141025401,39411.15596230516,33785.44306939208,27428.724466876327,6/12/18
587,51853.8484561349,42248.03407276295,39509.60302351143,34827.991479270975,28261.486098640205,6/13/18
588,51282.60724450386,41782.55966721089,39074.24887048245,34770.55271371563,28214.859957461624,6/14/18
589,50966.703472220375,41522.85245916745,38831.44492854623,34109.86610037571,27678.76245790654,6/15/18
590,50966.67881659564,41465.20720879381,38777.56483370691,33878.07998302803,27490.686883587005,6/16/18
591,50966.66861713249,41441.36069859522,38755.275881490394,33782.195413607355,27412.884357411014,6/17/18
592,51058.133984854954,41674.44699365695,38973.05053771049,35279.36736436179,28627.70805720759,6/18/18
593,50961.43481550349,41595.4158960552,38899.14994276908,35163.722669936324,28533.869758156194,6/19/18
594,50777.482825628256,41446.006046734474,38759.36890626331,35397.529949429714,28723.576262740942,6/20/18
595,50606.229707145314,41296.29631957849,38611.66763151394,34417.14433320024,27900.8339448316,6/21/18
596,50588.2982610923,41281.66369973376,38597.98620861107,34404.979788305216,27890.97240323665,6/22/18
597,50588.31031037075,41281.67359963881,38597.99546189205,34405.01960207003,27891.004708830304,6/23/18
598,50588.32742643583,41281.68766250738,38598.008606227646,34405.076157737894,27891.0505991005,6/24/18
599,50255.098687321755,41009.77094042717,38343.76751442525,34182.93322220486,27710.967617613922,6/25/18
600,50028.92782017406,40825.21275244358,38171.20533346678,34032.01078112868,27588.616812965236,6/26/18
601,49907.9329692276,40726.480196032404,38078.8907723363,33951.34816195858,27523.22663740193,6/27/18
602,49864.295468593635,40690.87172176805,38045.59698537,33922.25667784929,27499.64325578534,6/28/18
603,51056.68574750172,41623.240101981915,38879.35906011844,34639.39380848658,28053.867283799642,6/29/18
604,52279.52959623942,42620.131400961924,39810.518997330604,35469.26728439577,28725.957958338866,6/30/18
605,53016.71131018463,43221.099412664924,40371.86137900898,35969.54992633727,29131.122490093967,7/1/18
606,54313.9423989693,44278.63496059863,41359.66885714448,36849.874995923165,29844.07381345684,7/2/18
607,54048.84968413079,44062.52707589142,41157.8122619653,36669.94154509762,29698.35221971713,7/3/18
608,54130.18819848341,44128.83608509757,41219.74902380518,36725.14246274176,29743.057804850872,7/4/18
609,53743.665439668104,43813.733491479485,40925.42306723116,36462.83296283917,29530.620829224474,7/5/18
610,54061.017832925296,44072.45009139236,41167.08415236731,36678.14957635533,29705.001860941076,7/6/18
611,55346.88850872926,45120.71983501404,42146.232490944545,37550.78916769268,30411.72595249853,7/7/18
612,54323.9264240409,44926.424643869366,41964.74848092152,37389.04642162282,30280.735199409213,7/8/18
613,54301.804681904076,44058.86012145081,41133.72511291583,36630.076792104395,29651.15367106548,7/9/18
614,54300.099356783256,44057.03542513651,41132.019445904116,36628.579130421946,29649.939867268447,7/10/18
615,54296.53131513834,44054.20768788494,41129.375441740835,36626.270261655205,29648.068096500716,7/11/18
616,54293.7838084692,44051.45012935244,41126.79763150761,36624.00915235079,29646.235450280594,7/12/18
617,54293.39377842902,44051.12096314686,41126.48987286333,36623.740055699534,29646.01731108061,7/13/18
618,54293.394780525385,44051.147231381656,41126.51440905776,36623.76192292335,29646.03502071016,7/14/18
619,55508.50672628748,45015.94765925331,42007.27792006734,37390.55296827793,30252.352492950016,7/15/18
620,58472.949697122196,47419.49617901383,44249.83575349487,39387.01565840591,31867.425155944322,7/16/18
621,62259.62554894449,50490.063919208165,47115.07047155522,41938.09909828284,33931.40623064879,7/17/18
622,62882.899814049335,50995.450642199445,47586.65578970151,42358.02445935254,34271.14742916459,7/18/18
623,63155.816048961286,51216.794141629915,47793.20941064172,42541.83428467555,34419.86888781106,7/19/18
624,62372.15801418898,50581.31739113897,47200.22238991317,42013.90904165772,33992.74155155332,7/20/18
625,63348.48181928819,51373.013178725116,47938.97853385607,42671.64863082339,34524.89422171224,7/21/18
626,65351.471043902915,52997.22650160663,49454.58287349371,44021.04245157583,35616.63863945683,7/22/18
627,65565.36403052829,53170.68247334222,49616.443434794506,44165.12450195215,35733.21242920842,7/23/18
628,70067.63961215153,56821.56428281951,53023.19874914311,47198.24818518805,38187.20231882745,7/24/18
629,67985.41428194538,55079.034631638635,51346.79661861655,45660.8970439917,36911.17115208185,7/25/18
630,67753.00517984739,54890.73931046867,51171.25427387966,45504.78881360276,36785.988833582785,7/26/18
631,67736.4308333385,54876.63011622805,51157.46601026668,45491.961134765035,36773.13682311766,7/27/18
632,67737.43820185041,54877.44558609676,51158.2256469257,45492.636306339555,36773.85710695187,7/28/18
633,67738.04740400628,54877.93873830094,51158.68503421535,45493.044613700695,36774.29269577509,7/29/18
634,67574.56549996398,54745.35855948366,51034.96397604038,45382.91208383809,36684.06087157706,7/30/18
635,67467.17795429815,54658.35821547226,50953.859583599544,45310.78949821303,36625.853943218375,7/31/18
636,67271.68061980471,54499.97552364536,50806.21043348034,45179.49162577528,36519.89209204639,8/1/18
637,67318.4898403323,54537.89813965919,50841.56304656469,45210.92914423193,36545.26323889453,8/2/18
638,66952.27652339793,54241.209435083314,50564.98083562176,44964.9767914984,36346.77132022043,8/3/18
639,66952.27652339793,54241.209435083314,50564.98083562177,44964.976791498404,36346.77132022043,8/4/18
640,66952.27652339793,54241.209435083314,50564.98083562177,44964.976791498404,36346.77132022043,8/5/18
641,67100.96463704041,54361.669510625354,50677.27737239555,45064.8371452398,36427.36202404292,8/6/18
642,66946.76955622598,54236.74795080397,50560.821704630136,44961.278259878345,36343.786479338116,8/7/18
643,67209.4222246735,54449.404026037235,50758.942823647296,45137.34898839582,36485.38514721318,8/8/18
644,67212.18952496687,54451.64594163102,50761.03278711844,45139.207486727784,36486.88740707019,8/9/18
645,66607.27981924219,53934.35530518555,50253.422459247246,44665.245808117106,36085.531645592404,8/10/18
646,66607.27981924219,53934.35530518555,50253.422459247246,44665.245808117106,36085.531645592404,8/11/18
647,66607.27981924219,53934.35530518555,50253.422459247246,44665.245808117106,36085.531645592404,8/12/18
648,66607.27981924219,53934.35530518555,50253.422459247246,44665.245808117106,36085.531645592404,8/13/18
649,66521.0944329518,53838.150690123,50139.19356412313,44541.88489990215,35968.24418976067,8/14/18
650,66311.49799597508,53668.51601026308,49981.213656944696,44401.54114201861,35854.91448749486,8/15/18
651,65999.11388925576,53415.6912070316,49745.759214610734,44192.37174929199,35686.00704652054,8/16/18
652,67295.2154497663,54464.677422897345,50722.674696461385,45060.22888572309,36386.814780075816,8/17/18
653,66953.78484316246,54188.344139368986,50465.32692701841,44831.61023610089,36202.20177067076,8/18/18
654,67816.4876118599,54886.563584762116,51115.57511485639,45409.26771082688,36668.668898312026,8/19/18
655,66528.10177711208,53816.38755198233,50093.37609454936,44478.484947372956,35898.71933148111,8/20/18
656,66412.4753193659,53696.24314347513,49956.797673798275,44335.26521781434,35765.42770038965,8/21/18
657,65967.86035412506,53331.44146574742,49612.45751597913,44025.28991695952,35511.83706509649,8/22/18
658,66185.68035454933,53502.35883689376,49766.64621773487,44157.858083893596,35615.345987444234,8/23/18
659,67028.55437971279,54183.66185582703,50400.326649150804,44720.075792416275,36068.76356352679,8/24/18
660,67036.1528112927,54189.794598564426,50406.02106738986,44725.119480133835,36072.82431670193,8/25/18
661,67028.48861119628,54183.608773636624,50400.27736089494,44720.032136583446,36068.728415521655,8/26/18
662,67141.72394989268,54275.00173989458,50485.13821292465,44795.19550167366,36129.24363583914,8/27/18
663,66746.13093680731,53955.155049860005,50187.55870791437,44531.095649168696,35916.188185154,8/28/18
664,66325.79717371486,53614.26841018443,49869.458409271094,44247.94803984871,35687.09514258466,8/29/18
665,66599.04723137499,53835.16920500091,50074.95027608221,44430.293987582205,35834.17631350429,8/30/18
666,66471.71386023256,53732.2303604418,49979.191918433746,44345.321524291074,35765.637085093585,8/31/18
667,66508.68412056039,53760.94938389449,50004.820411134766,44367.10376189212,35782.43697131379,9/1/18
668,66513.70442283386,53764.99741679058,50008.57551517013,44370.42656092806,35785.10964355274,9/2/18
669,66027.17142155388,53371.67109895578,49642.68229770006,44045.743358991924,35523.216123278115,9/3/18
670,66278.91559393944,53575.30852380357,49832.238338833165,44214.057574775165,35659.06700708792,9/4/18
671,66675.05723673162,53894.560300644785,50128.307430541594,44475.97283419808,35869.68326429809,9/5/18
672,66343.45657127583,53626.48768791918,49878.934190774584,44254.68814412534,35691.19388842871,9/6/18
673,66221.41217628123,53527.824318321436,49787.15285445756,44173.24455145458,35625.50099024181,9/7/18
674,66221.41217407481,53527.82431654233,49787.152852807194,44173.24454999421,35625.49660592708,9/8/18
675,66221.41217281639,53527.82431552762,49787.15285186592,44173.2445491613,35625.4941053665,9/9/18
676,65011.02102620576,52499.04959190794,48783.43334169772,43241.180950099704,35415.47904461187,9/10/18
677,64780.4751322103,52312.882054331305,48610.44899169102,43087.85561555298,35574.41131508536,9/11/18
678,65330.289337359456,52756.882796563084,49023.02876326245,43453.56527471039,35991.99938238667,9/12/18
679,67081.42195050343,54170.959991864256,50336.993119203835,44618.22299810163,35807.23020231998,9/13/18
680,67280.4597573478,54331.688261087795,50486.343162612015,44750.603095087434,35810.26656292703,9/14/18
681,67318.41144253952,54362.33525345598,50514.82060953379,44775.84478915456,35811.11761210817,9/15/18
682,66080.90029776143,53363.01218208332,49586.2410810495,43952.77520572655,35783.366990729766,9/16/18
683,64843.810183477835,52337.78155859582,48609.198579283206,43065.131058074636,35704.19342110754,9/17/18
684,64846.73907032124,52340.14911773004,48611.40079137388,43067.08504485466,35792.73131263526,9/18/18
685,64851.51875706462,52344.01275989947,48614.9945956465,43070.27376287185,35936.9625831593,9/19/18
686,66126.00341961328,53346.102310616356,49521.01887142843,43851.12145822593,36181.92153102118,9/20/18
687,66979.72013906096,54034.82443437223,50160.35719758556,44417.25866801773,36643.73909935385,9/21/18
688,66527.01772745111,53669.61415407435,49821.33382644042,44117.051860039646,36399.83745796145,9/22/18
689,65821.91369541973,53100.78298690292,49293.28992869038,43649.46647652938,36019.949862149246,9/23/18
690,65268.30957981583,52654.17188373116,48878.70245153502,43282.347276311244,35721.29476630397,9/24/18
691,64130.19237841991,51736.014227645166,48026.379876932515,42527.61142976801,35104.59599638403,9/25/18
692,64792.59296190146,52270.394872683275,48522.443282452536,42966.8777594303,35457.40710490688,9/26/18
693,66285.30655134899,53474.61723709124,49640.3185525223,43956.76166587973,36262.48427576024,9/27/18
694,65026.19548861372,52432.133165243,48647.78330487925,43065.48888222491,35539.33927744139,9/28/18
695,65026.41072736129,52432.30680558888,48647.944494579,43345.88455820993,35767.145455697915,9/29/18
696,65026.500963409904,52432.379602048015,48648.0120712665,43463.436802559976,35862.65023635042,9/30/18
697,65026.47507862641,52432.35908787099,48647.99337177941,43145.60748292314,35611.48845425477,10/1/18
698,65025.95994731958,52431.943430201325,48647.607439901556,42539.316462595416,35117.3009705091,10/2/18
699,65026.05917301677,52432.023532846666,48647.68184928166,42626.93509640128,35189.52076807302,10/3/18
700,65026.4920904908,52432.37279034129,48648.00607157796,43184.427007210565,35642.613421858405,10/4/18
701,65026.31784139113,52432.23181381924,48647.874826247054,43269.30111595484,35703.82218604351,10/5/18
702,65026.27815131868,52432.19979450122,48647.84510283093,43217.59609155425,35661.81467660536,10/6/18
703,65026.50492806569,52432.38274293979,48648.01493319917,43513.022542376406,35901.83253879693,10/7/18
704,65026.50088946881,52432.37945130877,48648.011846238434,43533.67357939833,35917.966726596605,10/8/18
705,65026.57016999442,52432.4354153523,48648.063865757766,43567.47509079295,35946.830851724626,10/9/18
706,65365.09787156682,52679.28727425671,48852.8966016253,42827.79144038858,35319.30343176353,10/10/18
707,66135.01121839513,53299.77875085209,49428.31831496183,43315.69110362977,35721.87606012811,10/11/18
708,66688.04753329296,53745.48386953199,49841.64938024185,43666.11148167094,36011.013207663884,10/12/18
709,66688.04761120623,53745.48393238725,49841.64943859016,43666.21298080123,36011.0956701658,10/13/18
710,66688.05335603376,53745.48411612487,49841.649609153115,43666.50968161586,36011.33672337901,10/14/18
711,66728.74216510275,53778.256728366956,49872.041763597495,43692.56177947856,36032.829080693904,10/15/18
712,66639.27992391078,53706.15736483655,49805.17937973072,43635.86628479396,35986.048896297965,10/16/18
713,66311.24877603057,53441.7930107502,49560.0172859269,43427.948664748124,35814.49381700405,10/17/18
714,66574.20241701286,53653.72136265163,49756.55209730172,43594.46939891318,35951.89386639736,10/18/18
715,66273.28213219863,53411.20530843036,49531.651339263095,43403.74496645531,35794.52494676725,10/19/18
716,66273.28924388465,53411.20535974199,49531.651386895486,43403.827824832595,35794.59226467505,10/20/18
717,66273.28478465484,53411.20532756814,49531.65135702862,43403.775870268626,35794.55005442834,10/21/18
718,67013.37364439049,54007.66364186098,50084.78557089935,43872.7106251567,36181.475333393515,10/22/18
719,66720.5941719156,53771.70213209801,49865.96326418129,43687.232153997305,36028.433760938264,10/23/18
720,66734.14590168511,53782.62625532191,49876.093907270355,43695.78561848068,36035.49180055998,10/24/18
721,66899.5119468578,53915.90081076386,49999.68798698999,43800.54499484649,36121.930638324215,10/25/18
722,66734.14193609345,53782.62622670972,49876.093880709755,43695.73941530334,36035.45426300091,10/26/18
723,66734.14048843013,53782.62621626466,49876.093871013654,43695.722548552825,36035.44055968697,10/27/18
724,66734.12809552318,53782.62612684843,49876.09378800889,43695.578158578624,36035.32325071605,10/28/18
725,66441.33198103393,53546.66449701144,49657.27136982656,43509.905791020916,35882.12414802313,10/29/18
726,65874.73952997176,53090.035207229295,49233.809617012186,43150.85463419818,35585.86614721941,10/30/18
727,66753.09811789494,53797.91988205063,49890.27667226359,43707.525054504506,36045.1817948026,10/31/18
728,66804.61395085731,53839.43168926336,49928.77324499984,43740.25261625073,36072.18465544037,11/1/18
729,66812.7472946448,53845.986179835214,49934.85164629782,43745.411561321795,36076.441306681205,11/2/18
730,66812.74753626832,53845.986181578555,49934.85164791616,43745.414376481735,36076.44359384495,11/3/18
731,66812.7550329726,53845.98623566813,49934.85169812731,43745.501720713444,36076.51455626457,11/4/18
732,66777.51265359992,53817.583458416666,49908.51197330418,43723.17088006496,36058.08904395604,11/5/18
733,66688.06754987176,53745.47613182821,49841.6418082479,43652.26431924215,35999.21563398479,11/6/18
