Date,Value,pred
9/12/18,6273.1375,6282.107421875
9/13/18,6326.04,6261.46826171875
9/14/18,6499.0625,6311.96044921875
9/15/18,6518.655,6316.0751953125
9/16/18,6522.39,6384.95458984375
9/17/18,6400.600833,6490.40087890625
9/18/18,6296.6316670000015,6460.7548828125
9/19/18,6342.39,6489.39697265625
9/20/18,6418.562667,6404.28759765625
9/21/18,6669.990833,6321.04248046875
9/22/18,6756.12,6428.4697265625
9/23/18,6710.445,6525.02734375
9/24/18,6639.304167,6674.6748046875
9/25/18,6583.45,6686.955078125
9/26/18,6468.6316670000015,6647.92578125
9/27/18,6535.476667,6621.455078125
9/28/18,6686.08,6580.0712890625
9/29/18,6550.474167,6435.37841796875
9/30/18,6593.135,6548.5302734375
10/1/18,6611.02,6674.39990234375
10/2/18,6562.641667,6514.05517578125
10/3/18,6470.4025,6565.7373046875
10/4/18,6483.73,6604.19970703125
10/5/18,6568.549167,6549.2685546875
10/6/18,6581.486667,6476.56591796875
10/7/18,6573.62,6527.2919921875
10/8/18,6618.567692000001,6583.369140625
10/9/18,6621.711667000001,6584.50537109375
10/10/18,6626.85,6477.515625
10/11/18,6248.635833,6478.54248046875
10/12/18,6260.530833,6508.49755859375
10/13/18,6247.0,6530.58203125
10/14/18,6299.399167000001,6253.44873046875
10/15/18,6452.571667,6308.73828125
10/16/18,6599.17,6316.009765625
10/17/18,6596.276154,6401.3740234375
10/18/18,6568.040769,6518.24072265625
10/19/18,6509.61,6597.6669921875
10/20/18,6488.825833,6575.23291015625
10/21/18,6531.601667,6532.6181640625
10/22/18,6504.78,6497.64013671875
10/23/18,6481.426,6488.23193359375
10/24/18,6508.31,6533.37060546875
10/25/18,6489.77,6492.962890625
10/26/18,6473.753333,6479.41015625
10/27/18,6465.9175,6500.53857421875
10/28/18,6457.21,6453.54443359375
10/29/18,6382.668333,6414.798828125
10/30/18,6309.452857,6405.64404296875
10/31/18,6301.61,6409.64501953125
11/1/18,6342.280833,6354.90673828125
11/2/18,6387.674167,6304.3154296875
11/3/18,6390.42,6330.591796875
11/4/18,6391.873333,6372.5126953125
11/5/18,6436.965,6405.044921875
11/6/18,6437.76,6408.3076171875
11/7/18,6538.79,6410.27197265625
11/8/18,6486.251667,6436.59814453125
11/9/18,6444.97,6435.66259765625
11/10/18,6399.0333329999985,6521.93408203125
11/11/18,6378.268333,6445.673828125
11/12/18,6408.53,6411.36279296875
11/13/18,6372.063333,6327.37158203125
11/14/18,6176.155,6180.19921875
11/15/18,5756.77,6098.576171875
11/16/18,5596.1925,6096.3564453125
11/17/18,5558.2433329999985,5900.82861328125
11/18/18,5572.44,5539.322265625
11/19/18,5303.9425,5236.1337890625
11/20/18,4671.97,5122.61962890625
11/21/18,4491.98,5181.1201171875
11/22/18,4548.7975,4862.86474609375
11/23/18,4309.3375,4447.888671875
11/24/18,4352.98,4236.572265625
11/25/18,3823.511667,4404.43603515625
11/26/18,3920.536667,4120.15966796875
11/27/18,3793.35,4297.6611328125
11/28/18,4103.453846,3820.927490234375
11/29/18,4263.7833329999985,3891.697021484375
11/30/18,4278.77,3868.3642578125
12/1/18,4116.7775,4161.3701171875
12/2/18,4167.546667000001,4258.21484375
12/3/18,4140.6,4194.98095703125
12/4/18,3961.493333,4018.22998046875
12/5/18,3858.349167,4018.8291015625
12/6/18,3744.98,3855.77685546875
12/7/18,3405.643333,3717.23046875
12/8/18,3435.34,3685.715087890625
12/9/18,3453.66,3610.208984375
12/10/18,3523.96,3426.944091796875
12/11/18,3426.19,3423.889404296875
12/12/18,3407.28,3446.010498046875
12/13/18,3406.7625,3463.820068359375
12/14/18,3278.3741670000004,3332.305908203125
12/15/18,3242.42,3356.892333984375
12/16/18,3271.238333,3395.897705078125
12/17/18,3392.405,3257.535888671875
12/18/18,3556.54,3348.161376953125
12/19/18,3808.0425,3450.201416015625
12/20/18,3982.850833,3632.010498046875
12/21/18,4135.19,3696.014404296875
12/22/18,3910.973333,3914.8154296875
12/23/18,4027.478333,3957.5341796875
12/24/18,3995.17,4141.05615234375
12/25/18,3813.88,3891.3984375
12/26/18,3825.379167,4008.900146484375
12/27/18,3848.21,3889.87255859375
12/28/18,3743.905,3811.2138671875
12/29/18,3912.285833,3846.27001953125
12/30/18,3770.36,3846.74609375
12/31/18,3791.545833,3788.32373046875
1/1/19,3752.271667,3847.659423828125
1/2/19,3855.88,3763.496337890625
1/3/19,3865.7975,3755.348876953125
1/4/19,3822.626667,3762.651611328125
1/5/19,3856.62,3813.084716796875
1/6/19,3920.456667,3849.879150390625
1/7/19,4036.093333,3853.66455078125
1/8/19,4032.25,3914.33154296875
1/9/19,4034.138333,3906.141357421875
1/10/19,3812.585833,3950.917236328125
1/11/19,3646.25,3883.889892578125
1/12/19,3646.345833,3864.2666015625
1/13/19,3599.841667,3635.21435546875
1/14/19,3531.96,3616.843505859375
1/15/19,3656.785,3644.417724609375
1/16/19,3621.270833,3572.177490234375
1/17/19,3621.43,3529.03125
1/18/19,3632.395,3611.5537109375
1/19/19,3690.523333,3619.29541015625
1/20/19,3703.98,3603.802001953125
1/21/19,3548.4275,3613.10546875
1/22/19,3540.02,3670.004150390625
1/23/19,3587.35,3653.8876953125
1/24/19,3566.4,3548.778564453125
1/25/19,3586.25,3546.825927734375
1/26/19,3577.79,3575.149658203125
1/27/19,3576.3,3567.61279296875
1/28/19,3554.5,3551.9609375
1/29/19,3448.58,3519.74365234375
1/30/19,3421.6,3544.126220703125
1/31/19,3470.0,3508.201171875
2/1/19,3444.81,3441.281982421875
2/2/19,3475.33,3432.800048828125
2/3/19,3506.22,3444.1162109375
2/4/19,3456.02,3449.1240234375
2/5/19,3452.35,3473.05224609375
2/6/19,3467.34,3490.546875
2/7/19,3405.7,3428.53759765625
2/8/19,3394.76,3463.355712890625
2/9/19,3661.08,3402.55859375
2/10/19,3664.38,3416.66748046875
2/11/19,3686.29,3481.041015625
2/12/19,3629.47,3642.23876953125
2/13/19,3632.42,3652.41015625
2/14/19,3614.5,3665.87109375
2/15/19,3600.31,3615.31103515625
2/16/19,3608.2,3626.406982421875
2/17/19,3619.55,3611.59619140625
2/18/19,3670.74,3631.46875
2/19/19,3910.8,3647.009521484375
2/20/19,3926.53,3700.94384765625
2/21/19,3987.18,3788.29150390625
2/22/19,3944.88,3944.33544921875
2/23/19,3983.48,3943.48974609375
2/24/19,4139.6,3910.076171875
2/25/19,3766.89,3902.97705078125
2/26/19,3848.33,3961.6494140625
2/27/19,3831.45,4107.998046875
2/28/19,3833.23,3788.2890625
3/1/19,3850.08,3834.01416015625
3/2/19,3834.62,3834.797607421875
3/3/19,3831.44,3831.744873046875
3/4/19,3814.58,3811.259521484375
3/5/19,3730.98,3824.031494140625
3/6/19,3872.25,3799.63671875
3/7/19,3876.85,3777.5224609375
3/8/19,3886.82,3769.46240234375
3/9/19,3875.96,3882.760498046875
3/10/19,3950.56,3866.419189453125
3/11/19,3928.17,3870.952880859375
3/12/19,3881.09,3871.700927734375
3/13/19,3892.51,3953.57275390625
3/14/19,3877.77,3904.475341796875
3/15/19,3885.21,3884.9033203125
3/16/19,3936.5,3895.920654296875
3/17/19,4015.95,3886.872314453125
3/18/19,3994.92,3911.54638671875
3/19/19,3998.77,3978.353271484375
3/20/19,4029.11,3997.77294921875
3/21/19,4056.4,3994.65283203125
3/22/19,3992.34,4000.787841796875
3/23/19,3999.06,4025.97705078125
3/24/19,4011.92,4044.86767578125
3/25/19,3994.11,3971.73193359375
3/26/19,3935.89,3982.158203125
3/27/19,3947.74,4025.466552734375
3/28/19,4048.51,3969.500244140625
3/29/19,4037.37,3947.6669921875
3/30/19,4115.55,3998.50244140625
3/31/19,4114.44,4074.53515625
4/1/19,4114.16,4069.123046875
4/2/19,4152.53,4177.6025390625
4/3/19,4882.88,4217.56689453125
4/4/19,4959.81,4272.9033203125
4/5/19,4911.24,4500.0302734375
4/6/19,5028.77,4951.19482421875
4/7/19,5053.52,4956.3955078125
4/8/19,5189.39,4979.12255859375
4/9/19,5268.71,5087.1376953125
4/10/19,5175.81,5127.3251953125
4/11/19,5310.18,5184.50830078125
4/12/19,5035.02,5256.92822265625
4/13/19,5072.85,5168.181640625
4/14/19,5064.62,5319.7744140625
4/15/19,5152.51,5067.93896484375
4/16/19,5036.18,5017.96240234375
4/17/19,5196.65,5056.1591796875
4/18/19,5220.37,5091.685546875
4/19/19,5276.31,5097.23193359375
4/20/19,5277.04,5248.89453125
4/21/19,5309.28,5248.39208984375
4/22/19,5281.83,5281.00341796875
4/23/19,5377.19,5296.56640625
4/24/19,5518.16,5292.52783203125
4/25/19,5434.19,5270.4404296875
4/26/19,5195.61,5376.23388671875
4/27/19,5292.83,5489.67626953125
4/28/19,5280.19,5364.3125
4/29/19,5301.29,5211.3115234375
4/30/19,5260.65,5275.06689453125
5/1/19,5269.79,5285.95849609375
5/2/19,5326.67,5289.2666015625
5/3/19,5390.16,5280.115234375
5/4/19,5657.14,5370.92138671875
5/5/19,5771.08,5418.26025390625
5/6/19,5717.66,5526.03759765625
5/7/19,5684.47,5696.9970703125
5/8/19,5755.72,5709.994140625
5/9/19,5936.72,5712.341796875
5/10/19,6146.91,5806.4267578125
5/11/19,6348.02,5999.88232421875
5/12/19,7248.31,6147.79736328125
5/13/19,6978.63,6466.5654296875
5/14/19,7823.11,6774.3779296875
5/15/19,7992.69,7383.21484375
5/16/19,8206.9,7222.177734375
5/17/19,7885.96,7792.068359375
5/18/19,7362.22,7783.75830078125
5/19/19,7265.05,8261.318359375
5/20/19,8193.7,7934.33837890625
5/21/19,8007.03,7229.28515625
5/22/19,7952.5,7300.2919921875
5/23/19,7625.93,8000.8876953125
5/24/19,7880.29,7922.09619140625
5/25/19,8003.26,7952.130859375
5/26/19,8071.45,7686.1103515625
5/27/19,8744.42,8126.52197265625
5/28/19,8770.06,8185.80224609375
5/29/19,8719.88,8309.9384765625
5/30/19,8662.98,8731.408203125
5/31/19,8272.46,8708.3359375
6/1/19,8553.81,8640.3115234375
6/2/19,8554.8,8709.78515625
6/3/19,8739.03,8293.583984375
6/4/19,8134.92,8364.9912109375
6/5/19,7675.8,8315.2939453125
6/6/19,7786.04,8420.82421875
6/7/19,7803.23,7913.9267578125
6/8/19,7998.29,7699.7978515625
6/9/19,7931.34,7741.396484375
6/10/19,7640.61,7767.90478515625
6/11/19,8020.38,7996.21435546875
6/12/19,7917.58,7790.7841796875
6/13/19,8173.06,7756.15234375
6/14/19,8237.88,8108.0751953125
6/15/19,8693.6,8061.32568359375
6/16/19,8859.47,8509.67578125
6/17/19,8978.99,8542.96484375
6/18/19,9327.48,8875.4345703125
6/19/19,9076.18,8972.4990234375
6/20/19,9281.7,9007.126953125
6/21/19,9531.35,9205.55859375
6/22/19,10209.38,9288.40625
6/23/19,10668.63,9824.5302734375
6/24/19,10814.48,10123.896484375
6/25/19,11017.5,10863.8349609375
6/26/19,11766.4,11236.9189453125
6/27/19,12932.55,10642.6630859375
6/28/19,11132.85,10387.9794921875
6/29/19,12374.35,11481.2255859375
6/30/19,11890.38,13224.625
7/1/19,10737.73,11110.4931640625
7/2/19,10578.72,12338.0830078125
7/3/19,10805.4,11671.1123046875
7/4/19,11984.76,10827.7724609375
7/5/19,11160.49,10489.6298828125
7/6/19,10955.16,10795.396484375
7/7/19,11232.04,11662.6826171875
7/8/19,11477.01,11110.654296875
7/9/19,12313.08,11192.8173828125
7/10/19,12586.78,11401.3525390625
7/11/19,12099.9,11576.53515625
7/12/19,11352.87,12306.71875
7/13/19,11803.97,12331.916015625
7/14/19,11389.1,11363.2294921875
7/15/19,10186.96,11141.7626953125
7/16/19,10873.5,11396.236328125
7/17/19,9397.72,10794.9365234375
7/18/19,9674.28,10107.81640625
7/19/19,10638.56,11136.919921875
7/20/19,10535.75,9414.623046875
7/21/19,10764.9,10105.9580078125
7/22/19,10587.41,10533.251953125
7/23/19,10323.62,10300.390625
7/24/19,9844.3,10465.087890625
7/25/19,9772.17,10292.1923828125
7/26/19,9875.17,10035.2646484375
7/27/19,9848.65,9641.0947265625
7/28/19,9473.99,9691.9580078125
7/29/19,9530.0,9799.9248046875
7/30/19,9501.33,9738.6083984375
7/31/19,9589.13,9475.3759765625
8/1/19,10084.7,9630.083984375
8/2/19,10407.17,9656.31640625
8/3/19,10529.55,9986.609375
8/4/19,10814.57,10542.3388671875
8/5/19,10980.23,10839.0068359375
8/6/19,11787.99,10723.40625
8/7/19,11465.67,11125.609375
8/8/19,11960.82,11327.4716796875
8/9/19,11996.41,11584.99609375
8/10/19,11856.64,11515.0654296875
8/11/19,11282.22,11934.15625
8/12/19,11566.84,11857.330078125
8/13/19,11386.26,11540.2421875
8/14/19,10858.12,10810.09375
8/15/19,10016.96,11172.921875
8/16/19,10302.17,10939.44921875
8/17/19,10359.44,10483.240234375
8/18/19,10214.52,10098.3759765625
8/19/19,10317.6,10264.4287109375
8/20/19,10917.26,10161.55078125
8/21/19,10760.56,10178.1708984375
8/22/19,10129.4,10303.20703125
8/23/19,10111.98,10946.931640625
8/24/19,10405.81,10503.5595703125
8/25/19,10143.8,10180.845703125
8/26/19,10135.06,10051.8505859375
8/27/19,10360.28,10357.076171875
8/28/19,10171.95,10001.953125
8/29/19,9717.82,9917.607421875
8/30/19,9484.55,10183.3125
8/31/19,9577.99,9880.6533203125
9/1/19,9600.9,9619.1708984375
9/2/19,9769.79,9510.5029296875
9/3/19,10386.64,9754.7734375
9/4/19,10621.29,9770.50390625
9/5/19,10584.16,10181.1474609375
9/6/19,10577.8,10450.1494140625
9/7/19,10317.47,10618.4365234375
9/8/19,10487.21,10538.00390625
9/9/19,10406.31,10536.880859375
9/10/19,10313.66,10260.2568359375
9/11/19,10101.03,10403.947265625
9/12/19,10159.32,10362.3779296875
9/13/19,10420.16,10328.8984375
9/14/19,10363.9,10125.7255859375
9/15/19,10361.33,10218.943359375
9/16/19,10310.43,10397.00390625
9/17/19,10265.63,10294.3291015625
9/18/19,10190.36,10291.26953125
9/19/19,10157.59,10287.1220703125
9/20/19,10275.88,10239.9208984375
9/21/19,10173.11,10114.0927734375
9/22/19,9979.49,10132.91015625
9/23/19,10033.05,10125.123046875
9/24/19,9683.38,9651.5
9/25/19,8553.61,9415.814453125
9/26/19,8432.23,9400.7431640625
9/27/19,8055.64,8953.3046875
9/28/19,8193.9,8248.6982421875
9/29/19,8225.0,8268.6904296875
9/30/19,8056.74,8097.693359375
10/1/19,8307.74,8132.89013671875
10/2/19,8322.92,8136.27587890625
10/3/19,8382.03,8095.63037109375
10/4/19,8236.17,8295.3984375
10/5/19,8155.48,8270.39453125
10/6/19,8147.69,8240.03125
10/7/19,7869.74,8170.1865234375
10/8/19,8212.02,8164.39599609375
10/9/19,8190.0,8002.03466796875
10/10/19,8587.92,7992.28662109375
10/11/19,8586.9,8223.4697265625
10/12/19,8269.73,8207.48046875
10/13/19,8308.01,8593.7353515625
10/14/19,8283.76,8487.9326171875
10/15/19,8353.54,8234.4990234375
10/16/19,8162.16,8243.7900390625
10/17/19,8002.51,8202.912109375
10/18/19,8076.78,8239.384765625
10/19/19,7954.15,8039.99560546875
10/20/19,7960.04,8039.13720703125
10/21/19,8231.06,7972.9794921875
10/22/19,8222.52,7922.23486328125
10/23/19,8026.76,7868.45361328125
10/24/19,7469.56,8029.52001953125
10/25/19,7431.88,8325.3427734375
10/26/19,8666.79,8137.0048828125
10/27/19,9259.8,7606.4267578125
10/28/19,9551.54,8077.8017578125
10/29/19,9218.76,9219.720703125
10/30/19,9433.35,9259.4970703125
10/31/19,9164.62,9574.50390625
11/1/19,9147.98,9248.4423828125
11/2/19,9252.99,9427.9189453125
11/3/19,9301.18,9181.525390625
11/4/19,9206.16,9172.8720703125
11/5/19,9418.05,9187.9970703125
11/6/19,9310.19,9218.9267578125
11/7/19,9343.34,9221.08203125
11/8/19,9204.24,9279.0771484375
11/9/19,8766.04,9083.0302734375
11/10/19,8809.41,9257.947265625
11/11/19,9037.12,9009.6865234375
11/12/19,8717.81,8808.4384765625
11/13/19,8801.52,8792.2275390625
11/14/19,8762.42,9016.4033203125
11/15/19,8632.32,8624.15234375
11/16/19,8457.69,8695.62890625
11/17/19,8482.7,8659.0751953125
11/18/19,8503.93,8453.5390625
11/19/19,8175.99,8291.0244140625
11/20/19,8120.8,8363.333984375
11/21/19,8081.81,8197.6552734375
11/22/19,7617.07,7784.23291015625
11/23/19,7286.35,7805.7705078125
11/24/19,7324.03,7690.73095703125
11/25/19,6907.4,7366.71484375
11/26/19,7130.25,7178.66259765625
11/27/19,7163.63,7428.4541015625
11/28/19,7523.83,6943.6494140625
11/29/19,7431.0,7272.15673828125
11/30/19,7757.47,7268.9306640625
12/1/19,7557.72,7427.126953125
12/2/19,7402.69,7400.65380859375
12/3/19,7309.59,7724.13623046875
12/4/19,7296.77,7376.32958984375
12/5/19,7192.85,7353.87060546875
12/6/19,7395.97,7297.4423828125
12/7/19,7547.19,7249.9267578125
12/8/19,7504.83,7275.34814453125
12/9/19,7522.39,7434.12109375
12/10/19,7337.42,7494.86474609375
12/11/19,7220.76,7400.4580078125
12/12/19,7202.31,7394.3203125
12/13/19,7189.16,7256.69580078125
12/14/19,7251.87,7169.0224609375
12/15/19,7067.74,7161.998046875
12/16/19,7111.14,7122.5595703125
12/17/19,6879.54,7090.32666015625
12/18/19,6612.12,7046.642578125
12/19/19,7284.29,6951.01123046875
12/20/19,7150.86,6748.244140625
12/21/19,7190.17,6637.74755859375
12/22/19,7143.2,7129.46533203125
12/23/19,7514.41,7086.76318359375
12/24/19,7322.08,7081.3427734375
12/25/19,7250.69,7116.52880859375
12/26/19,7192.72,7508.56298828125
12/27/19,7194.4,7248.359375
12/28/19,7243.93,7243.0185546875
12/29/19,7301.07,7203.748046875
12/30/19,7385.36,7204.65185546875
12/31/19,7219.6,7228.43115234375
1/1/20,7168.31,7274.62109375
1/2/20,7175.68,7273.130859375
1/3/20,6944.33,7212.8896484375
1/4/20,7326.35,7074.205078125
1/5/20,7347.89,7051.392578125
1/6/20,7351.57,7054.81689453125
1/7/20,7759.24,7489.81640625
1/8/20,8165.47,7447.0322265625
1/9/20,8042.65,7463.56494140625
1/10/20,7817.92,7913.66259765625
1/11/20,8184.66,8045.3349609375
1/12/20,8021.49,7935.33544921875
1/13/20,8173.97,7821.98583984375
1/14/20,8105.24,8029.35107421875
1/15/20,8842.42,8046.79638671875
1/16/20,8813.89,8118.765625
1/17/20,8722.03,8359.05078125
1/18/20,8900.34,8762.330078125
1/19/20,8910.85,8770.6875
1/20/20,8703.36,8709.0517578125
1/21/20,8626.47,8895.21875
1/22/20,8722.26,8825.1279296875
1/23/20,8658.94,8587.8740234375
1/24/20,8388.11,8564.0419921875
1/25/20,8428.17,8625.1591796875
1/26/20,8327.36,8608.375
1/27/20,8588.42,8356.802734375
1/28/20,8895.78,8443.5966796875
1/29/20,9385.69,8505.60546875
1/30/20,9279.81,8937.4443359375
1/31/20,9502.37,9119.8857421875
2/1/20,9333.77,9338.2314453125
2/2/20,9378.09,9298.666015625
2/3/20,9314.56,9475.8916015625
2/4/20,9162.14,9245.640625
2/5/20,9162.14,9427.75390625
2/6/20,9614.9,9217.361328125
2/7/20,9755.66,9223.2890625
2/8/20,9807.54,9443.8271484375
2/9/20,9907.12,9871.1181640625
2/10/20,10162.41,9731.3056640625
2/11/20,9854.79,9580.341796875
2/12/20,10275.38,9883.4501953125
2/13/20,10354.3,9983.3349609375
2/14/20,10242.43,9969.2861328125
2/15/20,10368.53,10251.3134765625
2/16/20,9904.17,10246.87890625
2/17/20,9937.67,10093.1689453125
2/18/20,9703.93,10333.12109375
2/19/20,10180.65,10085.443359375
2/20/20,9604.72,9929.05859375
2/21/20,9606.86,9809.3564453125
2/22/20,9696.58,10205.927734375
2/23/20,9669.63,9616.181640625
2/24/20,9989.39,9544.8212890625
2/25/20,9663.75,9596.62109375
2/26/20,9309.15,9485.80078125
2/27/20,8785.52,9703.501953125
2/28/20,8804.72,9234.859375
2/29/20,8712.35,8929.8701171875
3/1/20,8534.17,8733.828125
3/2/20,8912.82,8769.412109375
3/3/20,8912.82,8594.1171875
3/4/20,8754.34,8495.69140625
3/5/20,8758.9,8739.181640625
3/6/20,9067.39,8831.0458984375
3/7/20,9155.89,8715.330078125
3/8/20,8898.63,8601.56640625
3/9/20,8039.38,8708.291015625
3/10/20,7931.94,8762.3720703125
3/11/20,7885.46,8405.296875
3/12/20,7936.65,6946.68310546875
3/13/20,4830.21,7130.5791015625
3/14/20,5609.03,7191.853515625
3/15/20,5166.26,6934.2412109375
3/16/20,5348.44,5081.31689453125
3/17/20,5026.35,5372.2763671875
3/18/20,5357.61,5139.794921875
3/19/20,5410.23,5163.14404296875
3/20/20,6195.2,5122.638671875
3/21/20,6226.44,5637.15576171875
3/22/20,6189.85,5589.1533203125
3/23/20,5822.62,6002.77001953125
3/24/20,6502.16,6108.14453125
3/25/20,6768.49,6023.50732421875
3/26/20,6698.46,6102.34765625
3/27/20,6763.75,6569.7216796875
3/28/20,6369.09,6691.140625
3/29/20,6260.95,6415.72021484375
3/30/20,5885.41,6646.873046875
3/31/20,6405.29,6299.26171875
4/1/20,6428.28,6067.60009765625
4/2/20,6652.87,6098.61328125
4/3/20,6809.11,6560.6005859375
4/4/20,6741.67,6572.0654296875
4/5/20,6871.69,6733.10546875
4/6/20,6777.44,6682.44384765625
4/7/20,7343.2,6734.63134765625
4/8/20,7205.55,6846.78955078125
4/9/20,7365.03,6925.5068359375
4/10/20,7293.69,7335.96533203125
4/11/20,6873.24,7115.02880859375
4/12/20,6891.6,7284.63330078125
4/13/20,6915.37,7095.49072265625
4/14/20,6857.66,6867.35107421875
4/15/20,6871.95,6801.01513671875
4/16/20,6623.8,6945.90087890625
4/17/20,7112.27,6762.6689453125
4/18/20,7034.89,6734.9619140625
4/19/20,7259.36,6730.126953125
4/20/20,7130.04,7039.68896484375
4/21/20,6840.24,6999.85205078125
4/22/20,6852.52,7283.111328125
4/23/20,7130.99,7258.55322265625
4/24/20,7477.6,6864.02587890625
4/25/20,7507.08,7071.58056640625
4/26/20,7549.52,7385.76416015625
4/27/20,7699.27,7621.9541015625
4/28/20,7790.66,7576.55078125
4/29/20,7765.33,7592.53857421875
4/30/20,8777.63,7731.8115234375
5/1/20,8628.77,7940.3564453125
5/2/20,8824.66,8085.296875
5/3/20,8973.82,8716.611328125
5/4/20,8903.95,8627.4443359375
5/5/20,8885.93,8884.7265625
5/6/20,9030.96,8884.69921875
5/7/20,9170.79,8965.3681640625
5/8/20,10002.48,9011.3076171875
5/9/20,9821.8,9062.0791015625
5/10/20,9527.39,9198.2373046875
5/11/20,8754.46,9776.044921875
5/12/20,8617.25,9431.37890625
5/13/20,8814.53,9351.1826171875
5/14/20,9305.93,8718.330078125
5/15/20,9790.31,8596.84765625
5/16/20,9303.59,8995.6025390625
5/17/20,9385.7,9364.0966796875
5/18/20,9669.4,9622.6884765625
5/19/20,9719.37,9331.412109375
5/20/20,9785.74,9470.1796875
5/21/20,9510.67,9575.8564453125
5/22/20,9057.57,9528.8203125
5/23/20,9167.26,9611.361328125
5/24/20,9178.32,9193.208984375
5/25/20,8730.73,8954.1279296875
5/26/20,8899.66,9119.05078125
5/27/20,8842.85,9215.35546875
5/28/20,9197.54,8761.2861328125
5/29/20,9569.21,8925.7119140625
5/30/20,9425.98,9096.2333984375
5/31/20,9698.1,9346.388671875
6/1/20,9450.84,9324.93359375
6/2/20,10204.23,9461.8994140625
6/3/20,9525.57,9483.2509765625
6/4/20,9658.04,9389.3408203125
6/5/20,9794.56,10127.560546875
6/6/20,9623.75,9575.6025390625
6/7/20,9670.43,9653.392578125
6/8/20,9753.85,9786.6494140625
6/9/20,9782.59,9629.4462890625
6/10/20,9775.15,9726.857421875
6/11/20,9892.13,9660.9677734375
6/12/20,9286.42,9664.3271484375
6/13/20,9459.97,9692.99609375
6/14/20,9473.5,9738.54296875
6/15/20,9330.07,9342.6533203125
6/16/20,9426.7,9422.416015625
6/17/20,9526.0,9482.5
6/18/20,9454.81,9339.734375
6/19/20,9380.03,9420.7021484375
6/20/20,9300.15,9505.1953125
6/21/20,9357.43,9378.9521484375
6/22/20,9284.78,9360.7216796875
6/23/20,9691.9,9243.4755859375
6/24/20,9621.49,9287.38671875
6/25/20,9276.58,9269.505859375
6/26/20,9240.85,9644.0107421875
6/27/20,9154.45,9390.6025390625
6/28/20,9004.23,9167.0712890625
6/29/20,9127.47,9202.0146484375
6/30/20,9185.35,9131.7158203125
7/1/20,9133.97,9033.025390625
7/2/20,9236.38,9120.3759765625
7/3/20,9087.98,9180.79296875
7/4/20,9072.42,9126.869140625
7/5/20,9131.31,9233.0
7/6/20,9089.09,9082.291015625
7/7/20,9348.91,9041.7587890625
7/8/20,9256.23,9130.94921875
7/9/20,9440.07,9126.130859375
7/10/20,9238.04,9287.20703125
7/11/20,9287.4,9312.6787109375
7/12/20,9235.96,9435.904296875
7/13/20,9295.9,9261.482421875
7/14/20,9238.13,9276.1865234375
7/15/20,9254.52,9234.6025390625
7/16/20,9193.51,9267.9833984375
7/17/20,9131.0,9194.466796875
7/18/20,9154.19,9231.0986328125
7/19/20,9174.71,9181.91796875
7/20/20,9214.66,9130.90234375
7/21/20,9163.87,9128.8134765625
7/22/20,9392.66,9185.62890625
7/23/20,9537.4,9202.00390625
7/24/20,9613.11,9274.0
7/25/20,9551.28,9528.185546875
7/26/20,9707.5,9639.599609375
7/27/20,9938.83,9712.7060546875
7/28/20,11042.4,9733.3671875
7/29/20,10934.94,10092.4853515625
7/30/20,11102.67,10498.072265625
7/31/20,11114.93,11029.4716796875
8/1/20,11343.88,11040.767578125
8/2/20,11823.69,11074.79296875
8/3/20,11077.77,11058.765625
8/4/20,11242.57,11308.2041015625
8/5/20,11194.25,11924.7978515625
8/6/20,11750.28,11042.96875
8/7/20,11772.94,11233.9248046875
8/8/20,11605.6,11274.9970703125
8/9/20,11767.6,11658.984375
8/10/20,11684.06,11676.291015625
8/11/20,11893.03,11565.4384765625
8/12/20,11392.43,11688.966796875
8/13/20,11573.11,11690.7578125
8/14/20,11777.43,11998.341796875
8/15/20,11774.38,11417.9228515625
8/16/20,11873.98,11741.509765625
8/17/20,11914.01,11903.419921875
8/18/20,12293.72,11743.970703125
8/19/20,11969.53,11803.435546875
8/20/20,11734.0,11908.6875
8/21/20,11865.82,12189.494140625
8/22/20,11522.8,11852.6474609375
8/23/20,11683.44,11705.5205078125
8/24/20,11653.02,11906.794921875
8/25/20,11763.93,11501.9560546875
8/26/20,11337.4,11611.3525390625
8/27/20,11467.37,11566.9052734375
8/28/20,11302.01,11735.9189453125
8/29/20,11534.75,11354.916015625
8/30/20,11481.64,11354.7607421875
8/31/20,11707.78,11364.62109375
9/1/20,11659.57,11605.23828125
9/2/20,11923.25,11521.8974609375
9/3/20,11397.44,11368.6669921875
9/4/20,10187.51,11179.4775390625
9/5/20,10467.89,11429.0146484375
9/6/20,10159.62,10792.71875
9/7/20,10254.93,10272.30859375
9/8/20,10367.74,10495.77734375
9/9/20,10121.52,10190.42578125
9/10/20,10227.83,10233.271484375
9/11/20,10352.66,10400.955078125
9/12/20,10395.44,10158.0126953125
9/13/20,10446.44,10297.435546875
9/14/20,10330.77,10277.8642578125
9/15/20,10674.64,10365.783203125
9/16/20,10785.62,10424.8564453125
9/17/20,10948.43,10516.5400390625
9/18/20,10943.89,10849.3232421875
9/19/20,10931.79,10889.9306640625
9/20/20,11081.43,10904.7001953125
9/21/20,10919.65,10814.3740234375
9/22/20,10430.46,10817.005859375
9/23/20,10532.22,10880.677734375
9/24/20,10234.48,10837.4951171875
9/25/20,10732.43,10351.474609375
9/26/20,10692.84,10387.5810546875
9/27/20,10732.4,10345.1474609375
9/28/20,10774.24,10707.91015625
